date,CPI,CPI_MoM,CPI_YoY,rent_trend,gas_prices_trend,grocery_prices_trend,grocery_bill_trend,grocery_inflation_trend,egg_prices_trend,milk_price_trend,beef_prices_trend,bread_price_trend,restaurant_prices_trend,menu_prices_trend,fast_food_prices_trend,takeout_prices_trend,food_index_trend,CPI_MoM_future_3m,CPI_YoY_future_3m,CPI_MoM_lag1,CPI_YoY_lag1,CPI_MoM_lag2,CPI_YoY_lag2,CPI_MoM_lag3,CPI_YoY_lag3,CPI_MoM_lag6,CPI_YoY_lag6,CPI_MoM_lag12,CPI_YoY_lag12,rent_trend_lead0,rent_trend_lead1,rent_trend_lead2,rent_trend_lead3,gas_prices_trend_lead0,gas_prices_trend_lead1,gas_prices_trend_lead2,gas_prices_trend_lead3,grocery_prices_trend_lead0,grocery_prices_trend_lead1,grocery_prices_trend_lead2,grocery_prices_trend_lead3,grocery_bill_trend_lead0,grocery_bill_trend_lead1,grocery_bill_trend_lead2,grocery_bill_trend_lead3,grocery_inflation_trend_lead0,grocery_inflation_trend_lead1,grocery_inflation_trend_lead2,grocery_inflation_trend_lead3,egg_prices_trend_lead0,egg_prices_trend_lead1,egg_prices_trend_lead2,egg_prices_trend_lead3,milk_price_trend_lead0,milk_price_trend_lead1,milk_price_trend_lead2,milk_price_trend_lead3,beef_prices_trend_lead0,beef_prices_trend_lead1,beef_prices_trend_lead2,beef_prices_trend_lead3,bread_price_trend_lead0,bread_price_trend_lead1,bread_price_trend_lead2,bread_price_trend_lead3,restaurant_prices_trend_lead0,restaurant_prices_trend_lead1,restaurant_prices_trend_lead2,restaurant_prices_trend_lead3,menu_prices_trend_lead0,menu_prices_trend_lead1,menu_prices_trend_lead2,menu_prices_trend_lead3,fast_food_prices_trend_lead0,fast_food_prices_trend_lead1,fast_food_prices_trend_lead2,fast_food_prices_trend_lead3,takeout_prices_trend_lead0,takeout_prices_trend_lead1,takeout_prices_trend_lead2,takeout_prices_trend_lead3,food_index_trend_lead0,food_index_trend_lead1,food_index_trend_lead2,food_index_trend_lead3
2017-12-31,247.805,0.21068892447551058,2.129930719552253,61.0,6.0,22.0,49.0,7.0,6.0,17.0,31.0,31.0,41.0,81.0,53.0,22.0,0.15474320515421527,0.0192362410782021,2.3309497646499366,0.2668007428251684,2.172493864295566,0.07750522450138408,2.020757753132485,0.5106389920997767,2.1805652303711787,0.0651628661825221,1.640565809959127,0.2524522158776188,2.0507989115119862,61.0,78.0,82.0,86.0,6.0,7.0,7.0,7.0,22.0,22.0,22.0,22.0,49.0,57.0,63.0,56.0,7.0,0.0,0.0,7.0,6.0,5.0,5.0,7.0,17.0,21.0,21.0,22.0,31.0,27.0,29.0,34.0,31.0,30.0,30.0,25.0,41.0,40.0,41.0,45.0,81.0,80.0,85.0,88.0,53.0,51.0,55.0,60.0,22.0,11.0,21.0,22.0,0.15474320515421527,0.11125339362772929,0.26435194175945337,0.3460527785711204
2018-01-31,248.859,0.42533443635115464,2.151318868063945,78.0,7.0,22.0,57.0,0.0,5.0,21.0,27.0,30.0,40.0,80.0,51.0,11.0,0.11125339362772929,0.2604406656061986,2.4709963021052994,0.21068892447551058,2.129930719552253,0.2668007428251684,2.172493864295566,0.07750522450138408,2.020757753132485,0.03276499715354486,1.7251073506566073,0.4043076694815628,2.5103933482571117,78.0,82.0,86.0,84.0,7.0,7.0,7.0,10.0,22.0,22.0,22.0,21.0,57.0,63.0,56.0,57.0,0.0,0.0,7.0,15.0,5.0,5.0,7.0,9.0,21.0,21.0,22.0,20.0,27.0,29.0,34.0,28.0,30.0,30.0,25.0,25.0,40.0,41.0,45.0,38.0,80.0,85.0,88.0,82.0,51.0,55.0,60.0,55.0,11.0,21.0,22.0,22.0,0.11125339362772929,0.26435194175945337,0.3460527785711204,0.20408736919064535
2018-02-28,249.529,0.26922876006090224,2.263468931091861,82.0,7.0,22.0,63.0,0.0,5.0,21.0,29.0,30.0,41.0,85.0,55.0,21.0,0.26435194175945337,0.2257949781598212,2.781921607842497,0.42533443635115464,2.151318868063945,0.21068892447551058,2.129930719552253,0.2668007428251684,2.172493864295566,0.38486261632881824,1.92812155729698,0.15926573570097524,2.8103616813294208,82.0,86.0,84.0,85.0,7.0,7.0,10.0,16.0,22.0,22.0,21.0,23.0,63.0,56.0,57.0,58.0,0.0,7.0,15.0,0.0,5.0,7.0,9.0,7.0,21.0,22.0,20.0,20.0,29.0,34.0,28.0,25.0,30.0,25.0,25.0,26.0,41.0,45.0,38.0,43.0,85.0,88.0,82.0,84.0,55.0,60.0,55.0,60.0,21.0,22.0,22.0,10.0,0.26435194175945337,0.3460527785711204,0.20408736919064535,0.17003256175677037
2018-03-31,249.577,0.0192362410782021,2.3309497646499366,86.0,7.0,22.0,56.0,7.0,7.0,22.0,34.0,25.0,45.0,88.0,60.0,22.0,0.3460527785711204,0.09011451720948305,2.8075506935940187,0.26922876006090224,2.263468931091861,0.42533443635115464,2.151318868063945,0.21068892447551058,2.129930719552253,0.5106389920997767,2.1805652303711787,-0.04672016261895173,2.44119623655914,86.0,84.0,85.0,86.0,7.0,10.0,16.0,10.0,22.0,21.0,23.0,22.0,56.0,57.0,58.0,46.0,7.0,15.0,0.0,5.0,7.0,9.0,7.0,7.0,22.0,20.0,20.0,18.0,34.0,28.0,25.0,26.0,25.0,25.0,26.0,21.0,45.0,38.0,43.0,43.0,88.0,82.0,84.0,89.0,60.0,55.0,60.0,55.0,22.0,22.0,10.0,18.0,0.3460527785711204,0.20408736919064535,0.17003256175677037,0.05775772939454368
2018-04-30,250.227,0.2604406656061986,2.4709963021052994,84.0,10.0,21.0,57.0,15.0,9.0,20.0,28.0,25.0,38.0,82.0,55.0,22.0,0.20408736919064535,0.07808204989283585,2.854124785561929,0.0192362410782021,2.3309497646499366,0.26922876006090224,2.263468931091861,0.42533443635115464,2.151318868063945,0.07750522450138408,2.020757753132485,0.12341528217407749,2.176223471915395,84.0,85.0,86.0,92.0,10.0,16.0,10.0,9.0,21.0,23.0,22.0,22.0,57.0,58.0,46.0,46.0,15.0,0.0,5.0,0.0,9.0,7.0,7.0,6.0,20.0,20.0,18.0,17.0,28.0,25.0,26.0,27.0,25.0,26.0,21.0,22.0,38.0,43.0,43.0,45.0,82.0,84.0,89.0,91.0,55.0,60.0,55.0,59.0,22.0,10.0,18.0,29.0,0.20408736919064535,0.17003256175677037,0.05775772939454368,0.13104545281085292
2018-05-31,250.792,0.2257949781598212,2.781921607842497,85.0,16.0,23.0,58.0,0.0,7.0,20.0,25.0,26.0,43.0,84.0,60.0,10.0,0.17003256175677037,0.17873207703393845,2.6429238568742575,0.2604406656061986,2.4709963021052994,0.0192362410782021,2.3309497646499366,0.26922876006090224,2.263468931091861,0.2668007428251684,2.172493864295566,-0.07739779600562935,1.8563431667619756,85.0,86.0,92.0,83.0,16.0,10.0,9.0,8.0,23.0,22.0,22.0,23.0,58.0,46.0,46.0,55.0,0.0,5.0,0.0,5.0,7.0,7.0,6.0,5.0,20.0,18.0,17.0,18.0,25.0,26.0,27.0,26.0,26.0,21.0,22.0,22.0,43.0,43.0,45.0,42.0,84.0,89.0,91.0,88.0,60.0,55.0,59.0,57.0,10.0,18.0,29.0,26.0,0.17003256175677037,0.05775772939454368,0.13104545281085292,0.15486612187966303
2018-06-30,251.018,0.09011451720948305,2.8075506935940187,86.0,10.0,22.0,46.0,5.0,7.0,18.0,26.0,21.0,43.0,89.0,55.0,18.0,0.05775772939454368,0.2062281702117419,2.332055105808828,0.2257949781598212,2.781921607842497,0.2604406656061986,2.4709963021052994,0.0192362410782021,2.3309497646499366,0.21068892447551058,2.129930719552253,0.0651628661825221,1.640565809959127,86.0,92.0,83.0,76.0,10.0,9.0,8.0,8.0,22.0,22.0,23.0,22.0,46.0,46.0,55.0,57.0,5.0,0.0,5.0,8.0,7.0,6.0,5.0,4.0,18.0,17.0,18.0,20.0,26.0,27.0,26.0,26.0,21.0,22.0,22.0,25.0,43.0,45.0,42.0,40.0,89.0,91.0,88.0,84.0,55.0,59.0,57.0,53.0,18.0,29.0,26.0,29.0,0.05775772939454368,0.13104545281085292,0.15486612187966303,0.17053881937389945
2018-07-31,251.214,0.07808204989283585,2.854124785561929,92.0,9.0,22.0,46.0,0.0,6.0,17.0,27.0,22.0,45.0,91.0,59.0,29.0,0.13104545281085292,0.2339580144498754,2.492032470218053,0.09011451720948305,2.8075506935940187,0.2257949781598212,2.781921607842497,0.2604406656061986,2.4709963021052994,0.42533443635115464,2.151318868063945,0.03276499715354486,1.7251073506566073,92.0,83.0,76.0,70.0,9.0,8.0,8.0,9.0,22.0,23.0,22.0,21.0,46.0,55.0,57.0,52.0,0.0,5.0,8.0,5.0,6.0,5.0,4.0,4.0,17.0,18.0,20.0,19.0,27.0,26.0,26.0,26.0,22.0,22.0,25.0,25.0,45.0,42.0,40.0,39.0,91.0,88.0,84.0,79.0,59.0,57.0,53.0,53.0,29.0,26.0,29.0,14.0,0.13104545281085292,0.15486612187966303,0.17053881937389945,0.01658968620555123
2018-08-31,251.663,0.17873207703393845,2.6429238568742575,83.0,8.0,23.0,55.0,5.0,5.0,18.0,26.0,22.0,42.0,88.0,57.0,26.0,0.15486612187966303,-0.07041919199911595,2.147328577667773,0.07808204989283585,2.854124785561929,0.09011451720948305,2.8075506935940187,0.2257949781598212,2.781921607842497,0.26922876006090224,2.263468931091861,0.38486261632881824,1.92812155729698,83.0,76.0,70.0,66.0,8.0,8.0,9.0,10.0,23.0,22.0,21.0,25.0,55.0,57.0,52.0,50.0,5.0,8.0,5.0,6.0,5.0,4.0,4.0,5.0,18.0,20.0,19.0,19.0,26.0,26.0,26.0,24.0,22.0,25.0,25.0,28.0,42.0,40.0,39.0,38.0,88.0,84.0,79.0,80.0,57.0,53.0,53.0,56.0,26.0,29.0,14.0,28.0,0.15486612187966303,0.17053881937389945,0.01658968620555123,0.11714483044141631
2018-09-30,252.182,0.2062281702117419,2.332055105808828,76.0,8.0,22.0,57.0,8.0,4.0,20.0,26.0,25.0,40.0,84.0,53.0,29.0,0.17053881937389945,0.06848935445813442,2.0023809043401064,0.17873207703393845,2.6429238568742575,0.07808204989283585,2.854124785561929,0.09011451720948305,2.8075506935940187,0.0192362410782021,2.3309497646499366,0.5106389920997767,2.1805652303711787,76.0,70.0,66.0,68.0,8.0,9.0,10.0,12.0,22.0,21.0,25.0,22.0,57.0,52.0,50.0,53.0,8.0,5.0,6.0,0.0,4.0,4.0,5.0,5.0,20.0,19.0,19.0,18.0,26.0,26.0,24.0,27.0,25.0,25.0,28.0,25.0,40.0,39.0,38.0,44.0,84.0,79.0,80.0,85.0,53.0,53.0,56.0,53.0,29.0,14.0,28.0,25.0,0.17053881937389945,0.01658968620555123,0.11714483044141631,0.12812025365076066
2018-10-31,252.772,0.2339580144498754,2.492032470218053,70.0,9.0,21.0,52.0,5.0,4.0,19.0,26.0,25.0,39.0,79.0,53.0,14.0,0.01658968620555123,-0.08149798035343991,1.4875893578291333,0.2062281702117419,2.332055105808828,0.17873207703393845,2.6429238568742575,0.07808204989283585,2.854124785561929,0.2604406656061986,2.4709963021052994,0.07750522450138408,2.020757753132485,70.0,66.0,68.0,87.0,9.0,10.0,12.0,10.0,21.0,25.0,22.0,24.0,52.0,50.0,53.0,65.0,5.0,6.0,0.0,0.0,4.0,5.0,5.0,4.0,19.0,19.0,18.0,20.0,26.0,24.0,27.0,27.0,25.0,28.0,25.0,27.0,39.0,38.0,44.0,41.0,79.0,80.0,85.0,83.0,53.0,56.0,53.0,50.0,14.0,28.0,25.0,18.0,0.01658968620555123,0.11714483044141631,0.12812025365076066,0.17938804928519425
2018-11-30,252.594,-0.07041919199911595,2.147328577667773,66.0,10.0,25.0,50.0,6.0,5.0,19.0,24.0,28.0,38.0,80.0,56.0,28.0,0.11714483044141631,0.3001255142321968,1.5188615351321877,0.2339580144498754,2.492032470218053,0.2062281702117419,2.332055105808828,0.17873207703393845,2.6429238568742575,0.2257949781598212,2.781921607842497,0.2668007428251684,2.172493864295566,66.0,68.0,87.0,83.0,10.0,12.0,10.0,8.0,25.0,22.0,24.0,22.0,50.0,53.0,65.0,59.0,6.0,0.0,0.0,5.0,5.0,5.0,4.0,4.0,19.0,18.0,20.0,20.0,24.0,27.0,27.0,26.0,28.0,25.0,27.0,28.0,38.0,44.0,41.0,42.0,80.0,85.0,83.0,88.0,56.0,53.0,50.0,55.0,28.0,25.0,18.0,23.0,0.11714483044141631,0.12812025365076066,0.17938804928519425,0.2222227279953388
2018-12-31,252.767,0.06848935445813442,2.0023809043401064,68.0,12.0,22.0,53.0,0.0,5.0,18.0,27.0,25.0,44.0,85.0,53.0,25.0,0.12812025365076066,0.37817929172307974,1.8831863513063984,-0.07041919199911595,2.147328577667773,0.2339580144498754,2.492032470218053,0.2062281702117419,2.332055105808828,0.09011451720948305,2.8075506935940187,0.21068892447551058,2.129930719552253,68.0,87.0,83.0,86.0,12.0,10.0,8.0,10.0,22.0,24.0,22.0,22.0,53.0,65.0,59.0,53.0,0.0,0.0,5.0,0.0,5.0,4.0,4.0,4.0,18.0,20.0,20.0,18.0,27.0,27.0,26.0,31.0,25.0,27.0,28.0,26.0,44.0,41.0,42.0,42.0,85.0,83.0,88.0,95.0,53.0,50.0,55.0,53.0,25.0,18.0,23.0,20.0,0.12812025365076066,0.17938804928519425,0.2222227279953388,0.16256030443480055
2019-01-31,252.561,-0.08149798035343991,1.4875893578291333,87.0,10.0,24.0,65.0,0.0,4.0,20.0,27.0,27.0,41.0,83.0,50.0,18.0,0.17938804928519425,0.3759679404743643,2.000583470209061,0.06848935445813442,2.0023809043401064,-0.07041919199911595,2.147328577667773,0.2339580144498754,2.492032470218053,0.07808204989283585,2.854124785561929,0.42533443635115464,2.151318868063945,87.0,83.0,86.0,85.0,10.0,8.0,10.0,15.0,24.0,22.0,22.0,23.0,65.0,59.0,53.0,55.0,0.0,5.0,0.0,12.0,4.0,4.0,4.0,6.0,20.0,20.0,18.0,19.0,27.0,26.0,31.0,26.0,27.0,28.0,26.0,24.0,41.0,42.0,42.0,39.0,83.0,88.0,95.0,86.0,50.0,55.0,53.0,61.0,18.0,23.0,20.0,15.0,0.17938804928519425,0.2222227279953388,0.16256030443480055,0.1640019812184727
2019-02-28,253.319,0.3001255142321968,1.5188615351321877,83.0,8.0,22.0,59.0,5.0,4.0,20.0,26.0,28.0,42.0,88.0,55.0,23.0,0.2222227279953388,0.02468332856644384,1.7959105553606136,-0.08149798035343991,1.4875893578291333,0.06848935445813442,2.0023809043401064,-0.07041919199911595,2.147328577667773,0.17873207703393845,2.6429238568742575,0.26922876006090224,2.263468931091861,83.0,86.0,85.0,86.0,8.0,10.0,15.0,11.0,22.0,22.0,23.0,24.0,59.0,53.0,55.0,59.0,5.0,0.0,12.0,0.0,4.0,4.0,6.0,5.0,20.0,18.0,19.0,21.0,26.0,31.0,26.0,25.0,28.0,26.0,24.0,27.0,42.0,42.0,39.0,43.0,88.0,95.0,86.0,96.0,55.0,53.0,61.0,59.0,23.0,20.0,15.0,16.0,0.2222227279953388,0.16256030443480055,0.1640019812184727,0.2524018271634414
2019-03-31,254.277,0.37817929172307974,1.8831863513063984,86.0,10.0,22.0,53.0,0.0,4.0,18.0,31.0,26.0,42.0,95.0,53.0,20.0,0.16256030443480055,-0.03251128102280676,1.671194894390049,0.3001255142321968,1.5188615351321877,-0.08149798035343991,1.4875893578291333,0.06848935445813442,2.0023809043401064,0.2062281702117419,2.332055105808828,0.0192362410782021,2.3309497646499366,86.0,85.0,86.0,89.0,10.0,15.0,11.0,11.0,22.0,23.0,24.0,23.0,53.0,55.0,59.0,52.0,0.0,12.0,0.0,0.0,4.0,6.0,5.0,5.0,18.0,19.0,21.0,16.0,31.0,26.0,25.0,24.0,26.0,24.0,27.0,22.0,42.0,39.0,43.0,41.0,95.0,86.0,96.0,94.0,53.0,61.0,59.0,63.0,20.0,15.0,16.0,21.0,0.16256030443480055,0.1640019812184727,0.2524018271634414,0.10478889679987459
2019-04-30,255.233,0.3759679404743643,2.000583470209061,85.0,15.0,23.0,55.0,12.0,6.0,19.0,26.0,24.0,39.0,86.0,61.0,15.0,0.1640019812184727,0.23078761661827762,1.826331335037068,0.37817929172307974,1.8831863513063984,0.3001255142321968,1.5188615351321877,-0.08149798035343991,1.4875893578291333,0.2339580144498754,2.492032470218053,0.2604406656061986,2.4709963021052994,85.0,86.0,89.0,92.0,15.0,11.0,11.0,12.0,23.0,24.0,23.0,21.0,55.0,59.0,52.0,56.0,12.0,0.0,0.0,0.0,6.0,5.0,5.0,4.0,19.0,21.0,16.0,17.0,26.0,25.0,24.0,23.0,24.0,27.0,22.0,21.0,39.0,43.0,41.0,40.0,86.0,96.0,94.0,100.0,61.0,59.0,63.0,62.0,15.0,16.0,21.0,22.0,0.1640019812184727,0.2524018271634414,0.10478889679987459,0.11973067011356338
2019-05-31,255.296,0.02468332856644384,1.7959105553606136,86.0,11.0,24.0,59.0,0.0,5.0,21.0,25.0,27.0,43.0,96.0,59.0,16.0,0.2524018271634414,0.09147700174354512,1.7376412106666406,0.3759679404743643,2.000583470209061,0.37817929172307974,1.8831863513063984,0.3001255142321968,1.5188615351321877,-0.07041919199911595,2.147328577667773,0.2257949781598212,2.781921607842497,86.0,89.0,92.0,83.0,11.0,11.0,12.0,9.0,24.0,23.0,21.0,21.0,59.0,52.0,56.0,52.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,4.0,21.0,16.0,17.0,17.0,25.0,24.0,23.0,24.0,27.0,22.0,21.0,19.0,43.0,41.0,40.0,43.0,96.0,94.0,100.0,92.0,59.0,63.0,62.0,55.0,16.0,21.0,22.0,24.0,0.2524018271634414,0.10478889679987459,0.11973067011356338,0.043259832440354126
2019-06-30,255.213,-0.03251128102280676,1.671194894390049,89.0,11.0,23.0,52.0,0.0,5.0,16.0,24.0,22.0,41.0,94.0,63.0,21.0,0.10478889679987459,0.1538846099767177,1.6844977040391562,0.02468332856644384,1.7959105553606136,0.3759679404743643,2.000583470209061,0.37817929172307974,1.8831863513063984,0.06848935445813442,2.0023809043401064,0.09011451720948305,2.8075506935940187,89.0,92.0,83.0,77.0,11.0,12.0,9.0,11.0,23.0,21.0,21.0,21.0,52.0,56.0,52.0,51.0,0.0,0.0,0.0,7.0,5.0,4.0,4.0,4.0,16.0,17.0,17.0,20.0,24.0,23.0,24.0,27.0,22.0,21.0,19.0,24.0,41.0,40.0,43.0,38.0,94.0,100.0,92.0,82.0,63.0,62.0,55.0,58.0,21.0,22.0,24.0,17.0,0.10478889679987459,0.11973067011356338,0.043259832440354126,0.07212767926599185
2019-07-31,255.802,0.23078761661827762,1.826331335037068,92.0,12.0,21.0,56.0,0.0,4.0,17.0,23.0,21.0,40.0,100.0,62.0,22.0,0.11973067011356338,0.2827282299262768,1.7339736996186295,-0.03251128102280676,1.671194894390049,0.02468332856644384,1.7959105553606136,0.3759679404743643,2.000583470209061,-0.08149798035343991,1.4875893578291333,0.07808204989283585,2.854124785561929,92.0,83.0,77.0,70.0,12.0,9.0,11.0,11.0,21.0,21.0,21.0,18.0,56.0,52.0,51.0,60.0,0.0,0.0,7.0,8.0,4.0,4.0,4.0,3.0,17.0,17.0,20.0,19.0,23.0,24.0,27.0,25.0,21.0,19.0,24.0,26.0,40.0,43.0,38.0,36.0,100.0,92.0,82.0,81.0,62.0,55.0,58.0,55.0,22.0,24.0,17.0,15.0,0.11973067011356338,0.043259832440354126,0.07212767926599185,0.05781930756464457
2019-08-31,256.036,0.09147700174354512,1.7376412106666406,83.0,9.0,21.0,52.0,0.0,4.0,17.0,24.0,19.0,43.0,92.0,55.0,24.0,0.043259832440354126,0.281542260504386,2.092290394862917,0.23078761661827762,1.826331335037068,-0.03251128102280676,1.671194894390049,0.02468332856644384,1.7959105553606136,0.3001255142321968,1.5188615351321877,0.17873207703393845,2.6429238568742575,83.0,77.0,70.0,66.0,9.0,11.0,11.0,8.0,21.0,21.0,18.0,26.0,52.0,51.0,60.0,49.0,0.0,7.0,8.0,8.0,4.0,4.0,3.0,4.0,17.0,20.0,19.0,19.0,24.0,27.0,25.0,25.0,19.0,24.0,26.0,25.0,43.0,38.0,36.0,35.0,92.0,82.0,81.0,77.0,55.0,58.0,55.0,51.0,24.0,17.0,15.0,17.0,0.043259832440354126,0.07212767926599185,0.05781930756464457,-0.015683745586014902
2019-09-30,256.43,0.1538846099767177,1.6844977040391562,77.0,11.0,21.0,51.0,7.0,4.0,20.0,27.0,24.0,38.0,82.0,58.0,17.0,0.07212767926599185,0.29122185210892493,2.3195274699624457,0.09147700174354512,1.7376412106666406,0.23078761661827762,1.826331335037068,-0.03251128102280676,1.671194894390049,0.37817929172307974,1.8831863513063984,0.2062281702117419,2.332055105808828,77.0,70.0,66.0,64.0,11.0,11.0,8.0,8.0,21.0,18.0,26.0,20.0,51.0,60.0,49.0,51.0,7.0,8.0,8.0,5.0,4.0,3.0,4.0,4.0,20.0,19.0,19.0,17.0,27.0,25.0,25.0,26.0,24.0,26.0,25.0,22.0,38.0,36.0,35.0,38.0,82.0,81.0,77.0,80.0,58.0,55.0,51.0,51.0,17.0,15.0,17.0,13.0,0.07212767926599185,0.05781930756464457,-0.015683745586014902,-0.06742570568048518
2019-10-31,257.155,0.2827282299262768,1.7339736996186295,70.0,11.0,18.0,60.0,8.0,3.0,19.0,25.0,26.0,36.0,81.0,55.0,15.0,0.05781930756464457,0.19216641534238743,2.599767976845202,0.1538846099767177,1.6844977040391562,0.09147700174354512,1.7376412106666406,0.23078761661827762,1.826331335037068,0.3759679404743643,2.000583470209061,0.2339580144498754,2.492032470218053,70.0,66.0,64.0,79.0,11.0,8.0,8.0,9.0,18.0,26.0,20.0,20.0,60.0,49.0,51.0,61.0,8.0,8.0,5.0,0.0,3.0,4.0,4.0,3.0,19.0,19.0,17.0,22.0,25.0,25.0,26.0,23.0,26.0,25.0,22.0,25.0,36.0,35.0,38.0,38.0,81.0,77.0,80.0,87.0,55.0,51.0,51.0,54.0,15.0,17.0,13.0,10.0,0.05781930756464457,-0.015683745586014902,-0.06742570568048518,0.06897678465000173
2019-11-30,257.879,0.281542260504386,2.092290394862917,66.0,8.0,26.0,49.0,8.0,4.0,19.0,25.0,25.0,35.0,77.0,51.0,17.0,-0.015683745586014902,0.04746707213065804,2.3413166797595197,0.2827282299262768,1.7339736996186295,0.1538846099767177,1.6844977040391562,0.09147700174354512,1.7376412106666406,0.02468332856644384,1.7959105553606136,-0.07041919199911595,2.147328577667773,66.0,64.0,79.0,77.0,8.0,8.0,9.0,9.0,26.0,20.0,20.0,21.0,49.0,51.0,61.0,61.0,8.0,5.0,0.0,7.0,4.0,4.0,3.0,3.0,19.0,17.0,22.0,21.0,25.0,26.0,23.0,25.0,25.0,22.0,25.0,28.0,35.0,38.0,38.0,42.0,77.0,80.0,87.0,89.0,51.0,51.0,54.0,49.0,17.0,13.0,10.0,20.0,-0.015683745586014902,-0.06742570568048518,0.06897678465000173,0.18927171005231969
2019-12-31,258.63,0.29122185210892493,2.3195274699624457,64.0,8.0,20.0,51.0,5.0,4.0,17.0,26.0,22.0,38.0,80.0,51.0,13.0,-0.06742570568048518,-0.4528447444551498,1.4940399642909163,0.281542260504386,2.092290394862917,0.2827282299262768,1.7339736996186295,0.1538846099767177,1.6844977040391562,-0.03251128102280676,1.671194894390049,0.06848935445813442,2.0023809043401064,64.0,79.0,77.0,69.0,8.0,9.0,9.0,23.0,20.0,20.0,21.0,26.0,51.0,61.0,61.0,72.0,5.0,0.0,7.0,7.0,4.0,3.0,3.0,5.0,17.0,22.0,21.0,20.0,26.0,23.0,25.0,39.0,22.0,25.0,28.0,29.0,38.0,38.0,42.0,24.0,80.0,87.0,89.0,62.0,51.0,54.0,49.0,40.0,13.0,10.0,20.0,28.0,-0.06742570568048518,0.06897678465000173,0.18927171005231969,0.13708221714271215
2020-01-31,259.127,0.19216641534238743,2.599767976845202,79.0,9.0,20.0,61.0,0.0,3.0,22.0,23.0,25.0,38.0,87.0,54.0,10.0,0.06897678465000173,-0.7920147553434065,0.3130472940411133,0.29122185210892493,2.3195274699624457,0.281542260504386,2.092290394862917,0.2827282299262768,1.7339736996186295,0.23078761661827762,1.826331335037068,-0.08149798035343991,1.4875893578291333,79.0,77.0,69.0,72.0,9.0,9.0,23.0,20.0,20.0,21.0,26.0,26.0,61.0,61.0,72.0,81.0,0.0,7.0,7.0,12.0,3.0,3.0,5.0,8.0,22.0,21.0,20.0,22.0,23.0,25.0,39.0,44.0,25.0,28.0,29.0,29.0,38.0,42.0,24.0,17.0,87.0,89.0,62.0,54.0,54.0,49.0,40.0,34.0,10.0,20.0,28.0,56.0,0.06897678465000173,0.18927171005231969,0.13708221714271215,0.2887032406893184
2020-02-29,259.25,0.04746707213065804,2.3413166797595197,77.0,9.0,21.0,61.0,7.0,3.0,21.0,25.0,28.0,42.0,89.0,49.0,20.0,0.18927171005231969,-0.08983252093487382,0.1982013035848551,0.19216641534238743,2.599767976845202,0.29122185210892493,2.3195274699624457,0.281542260504386,2.092290394862917,0.09147700174354512,1.7376412106666406,0.3001255142321968,1.5188615351321877,77.0,69.0,72.0,82.0,9.0,23.0,20.0,9.0,21.0,26.0,26.0,28.0,61.0,72.0,81.0,59.0,7.0,7.0,12.0,8.0,3.0,5.0,8.0,4.0,21.0,20.0,22.0,20.0,25.0,39.0,44.0,70.0,28.0,29.0,29.0,25.0,42.0,24.0,17.0,19.0,89.0,62.0,54.0,59.0,49.0,40.0,34.0,39.0,20.0,28.0,56.0,52.0,0.18927171005231969,0.13708221714271215,0.2887032406893184,0.30320677616539926
2020-03-31,258.076,-0.4528447444551498,1.4940399642909163,69.0,23.0,26.0,72.0,7.0,5.0,20.0,39.0,29.0,24.0,62.0,40.0,28.0,0.13708221714271215,0.4847499237691677,0.7166562831830481,0.04746707213065804,2.3413166797595197,0.19216641534238743,2.599767976845202,0.29122185210892493,2.3195274699624457,0.1538846099767177,1.6844977040391562,0.37817929172307974,1.8831863513063984,69.0,72.0,82.0,92.0,23.0,20.0,9.0,6.0,26.0,26.0,28.0,18.0,72.0,81.0,59.0,48.0,7.0,12.0,8.0,6.0,5.0,8.0,4.0,3.0,20.0,22.0,20.0,16.0,39.0,44.0,70.0,42.0,29.0,29.0,25.0,21.0,24.0,17.0,19.0,20.0,62.0,54.0,59.0,61.0,40.0,34.0,39.0,37.0,28.0,56.0,52.0,39.0,0.13708221714271215,0.2887032406893184,0.30320677616539926,-0.21324093142208642
2020-04-30,256.032,-0.7920147553434065,0.3130472940411133,72.0,20.0,26.0,81.0,12.0,8.0,22.0,44.0,29.0,17.0,54.0,34.0,56.0,0.2887032406893184,0.5096443382793581,0.9968647625897997,-0.4528447444551498,1.4940399642909163,0.04746707213065804,2.3413166797595197,0.19216641534238743,2.599767976845202,0.2827282299262768,1.7339736996186295,0.3759679404743643,2.000583470209061,72.0,82.0,92.0,92.0,20.0,9.0,6.0,6.0,26.0,28.0,18.0,18.0,81.0,59.0,48.0,54.0,12.0,8.0,6.0,5.0,8.0,4.0,3.0,3.0,22.0,20.0,16.0,16.0,44.0,70.0,42.0,28.0,29.0,25.0,21.0,21.0,17.0,19.0,20.0,22.0,54.0,59.0,61.0,64.0,34.0,39.0,37.0,43.0,56.0,52.0,39.0,34.0,0.2887032406893184,0.30320677616539926,-0.21324093142208642,-0.24253657150581776
