date,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,CPI_YoY_future_3m
2011-11-30,-7.436087275189219,-5.030857319488652,-1.440010824110228,-0.5165650300304124,-0.5638490088962751,0.4532493727747996,0.8109353263618427,0.5605456183104763,-0.4394332636894008,0.2690118989754939,-0.0536580523919896,-0.6933965731086212,-0.08028121327823602,0.9382868414466271,-0.6623922207609226,-0.5961159343988401,0.3562129344312907,0.26044734724135027,-0.4426438435808151,-0.2685095204489792,-0.5217395163525995,-0.8383372940716808,-1.1842334657449882,-0.10128678520722516,2.8981784423473878
2011-12-31,-7.61004801916966,-4.597531009622821,-1.2251233536388237,0.20176661624421593,-0.6947589488308106,0.19870277546511303,1.1112839700399755,0.23436023380673154,-0.5131813625805937,0.006934078806407463,-0.4851963692044369,-0.2648757303244575,-0.07540312286033761,1.0520209739979414,0.45121923644825845,-0.4620021535252554,0.5555007286723787,1.6701899154754194,-1.1190596020171302,-0.28911149564613053,-0.024250746438930774,-0.72934531586874,-0.6189460650978513,-0.884943705029422,2.5828752813320977
2012-01-31,-6.683043937917134,-4.394641958163575,-0.5874187338127032,0.4435417207163031,-0.350898420029709,-0.09968709291747717,0.5153536819726385,-0.07158295568456327,-0.11983556209292985,-0.1653330282582491,-0.32002907584620727,-0.105900520258184,-0.29739201194188336,0.7395764530229854,0.8541378672807212,1.298272122612428,0.293076125601074,0.33817382346285496,-0.051686936125628836,0.36922607847753525,0.11701118019847853,-0.2616348357874261,-0.22190193065190278,-0.008743465627356305,2.2731633741348567
2012-02-29,-6.568417005662423,-4.249937584855295,-0.052817618043016885,0.42236880384705466,-0.05532445497237897,0.029913234712282005,0.4269573979169242,-0.4230168641904899,0.9073298698531566,-0.6413731092242916,-0.884051181781475,0.12957183180336734,0.14092265373151625,0.24562839155856647,-0.3707291047036436,0.0680093195195981,0.22631059319988042,0.23713947082518846,-0.10132220563973357,0.7395606471097649,0.4341170574097165,0.014655375793047048,-0.4521211937808202,-0.5177427039691962,1.7379429374660749
2012-03-31,-6.781515929812058,-3.9156544251433902,0.13710299923784566,-0.00014982549285869247,0.6140008459717423,-0.06222883727554269,0.3173063611808806,-0.9273130836154417,0.6358536242550673,-0.7347903465686288,-0.6677874183148224,0.4457203656414697,0.3310948777327511,-0.42170705987996454,-0.3993759799533595,-0.5111069262720095,1.3948202730161712,0.5693819613140391,-0.24606079685546056,0.03945508745706778,0.13557369207884806,-0.1712550290455201,-0.11645593299294854,0.014197574937683942,1.653870448297634
2012-04-30,-6.556713419136081,-3.6091798302186184,-0.3497339489603796,-0.582463148366735,1.0617132883803106,-0.08649724167890128,-0.13110632448335477,-0.14095656969325382,-0.030917596614588445,-0.24687767278375572,0.237326410509926,-0.22770010155547046,-0.3995301351777779,-0.6937412252145979,-0.23403675190614834,0.5782561884855766,1.3137964365007768,0.5029154140829388,-0.318844290567611,-0.49265488826138754,0.03593684277766455,-0.5535627957567946,-0.12045394616636672,-0.09748644770039636,1.4175114798464783
2012-05-31,-7.30235308043306,-3.0900432304150183,-0.6945216948762605,-0.9253401227781232,0.5057406660537254,0.7946652364089326,0.3836586560561101,0.33569979507019077,-0.4667879400360138,-0.43868554729410286,-0.059717866601883066,-0.9737649337553448,0.4318356185172053,-0.6732439343104507,-0.07964586194082733,0.5150849443911509,1.2384146050404046,0.7639468596335817,0.5821834726703626,-0.026143380491740767,0.2636343709708943,-0.08440979673523147,0.1333924592421568,-0.25486797742646167,1.6859349154821235
2012-06-30,-8.081045347038055,-2.8044286478577556,-1.3862663573585035,-0.545169673623453,-0.5457532786407369,0.6865173184720945,0.12110488239092751,0.33658900542907105,-0.9252698215455906,-1.3818268128064306,-0.9486188779408287,-0.8488641492178491,0.10999475138090378,-0.30801998121051666,0.08115750180341444,0.08229352489206433,-0.48862375744275677,1.7063410576570166,0.7145990236501677,0.2025140318589102,0.5608366237738754,-0.49290027729932345,0.7462202166221128,-0.3595016512834575,1.9497168982819613
2012-07-31,-7.5715233696923105,-3.14572718432817,-1.5493487508406159,-0.15321148341234217,-0.4476177635534694,-0.1425904833917978,0.5351174075156351,0.238379719091505,-0.4407379092906078,-1.4306707513389778,-1.7211949379641367,-0.03851187509868994,0.25634302343633486,0.2855805447390777,1.2212204208838657,0.34186013401328996,-0.5031655176169547,1.3161897469355006,0.47479422546821953,0.6059645918729973,-0.36211972192007497,-0.14237626407857637,-0.10492500110164826,0.35815960242539463,2.1556780595369363
2012-08-31,-7.336315996199065,-3.676993584675674,-1.6164757199056496,-0.38286857136182717,-0.4583207200734804,-0.4663615608925201,0.2790210024629324,-0.46694885138863323,0.5700528610027134,-1.0766301574423278,-1.4336735061030366,1.5861858211180757,-0.05566085332682541,-0.03509554353151495,1.084398170690906,0.49612442499816306,-0.4071193675154669,0.2876378755636823,-0.5281524080448761,1.2255308172477115,-0.7093724517478467,-0.023503514339079275,0.46643725809969516,0.35169903680831066,1.7960197033926262
2012-09-30,-6.953424361264201,-4.220584197153841,-1.7653267682457712,-0.4916618278558863,-0.4865685563032281,-0.14838420714985048,0.2195414142071381,0.28298176842785105,1.146427248962754,-0.33315986944555276,-0.17525791351028952,1.7615208319934361,-0.627809882710877,-0.3212416402633535,0.48933174528018153,0.0037166559840851364,0.23069326851036406,-1.45594959199118,-0.7425287949037258,1.7263237628531913,0.02855700459587499,0.18604129672518774,0.4064265797577934,0.3144636333591107,1.7595049796895523
2012-10-31,-6.634257193870232,-4.216542539423753,-1.541768664651253,-0.15172937065826966,-0.7789744868906799,0.329554975223708,0.3520565239203071,0.511647559277194,1.3289294338680047,0.12436578397527678,0.8594362507708976,1.1140423594625226,0.19311790084794853,-0.9429283262499193,-1.2436554298299258,-1.360505282314936,0.5564579441248899,-1.412474777930301,-0.6044966938701605,0.820283427623784,0.5816546787680733,0.819115228995396,1.1325343694167422,0.5891949987325065,1.684061762098299
2012-11-30,-6.564067117292775,-3.8586419036771753,-2.2211966964305687,-0.5027918294982887,-1.062830079970631,0.6103189507270675,0.9458130039093134,0.3072471083107698,-0.40725935333490865,0.1855304971616383,1.892302607926349,-0.3835297585677319,-0.3738152304985728,-1.0856649229591437,-1.4528980155387565,-1.7308083201127855,-0.07741604192076885,0.7108552572734609,-1.0472529882481285,-0.2420253900345472,1.1212539953873746,0.29157900406540815,0.48440006869311175,-0.0020753230194254417,2.0181404902574807
2012-12-31,-5.701853565621291,-2.7486000502837413,-2.029972187282286,0.5187885274590591,0.022363689604759505,-0.2564901483710727,1.81106791373084,-0.04367380407420222,0.493369526442506,0.7435957611675912,2.3368903210111207,-1.1066142967559867,-0.7824351196684088,-1.8088077057412941,-2.3976006901436935,0.2451436243142931,-1.5406563754165774,0.2687599663283727,-1.341217570653218,-0.2716932017543181,-1.0426745078038027,1.9301222314866957,0.8105301384893447,1.6021473363367829,1.5187472411246183
2013-01-31,-5.789343077442732,-2.284878756476894,-1.7538634311979917,-0.3866700649799433,0.4175487093458006,-0.3411141559037056,0.9906384602099846,-0.22356417357193945,0.5150299897563859,0.09399768722135816,0.9182649328067196,-0.1314390159880276,-0.6677374221076267,-1.525704359133347,-0.5842172084456679,1.538668298409114,-0.6843617058498634,-0.08374935858665565,-0.35156449566116554,-0.006923371962478162,-0.8244011081620931,0.6689194363673718,-0.34266197554346234,0.987202397869624,1.138808047576867
2013-02-28,-5.981254154912196,-2.682255334876243,-1.2339086886312092,-0.2888343812164718,0.12702864345522324,-0.19177048328014173,0.25866957998798656,-0.12267667916980166,0.9257534935357181,0.1482694925250963,-0.6130792407486029,1.7322029817001994,-0.08376133721982251,0.09061875083559308,-0.3945800167354131,1.0804089513035895,0.30297406079689687,-0.9908198369776348,0.8741733585936732,-0.26967679649866233,-0.8137380252302888,0.509727522599282,-0.617342894158409,0.5477575327511042,1.3903888279197085
2013-03-31,-6.524658316166174,-2.0928598920491606,-1.2444949803637433,-0.898681500497171,-0.06839265864432346,0.49526946724083876,0.38278911666894855,-0.5234499080512794,-0.44650397198198793,0.5497107986072354,0.10963209131685786,0.20123140759733704,0.7189775620835663,0.07510378046697387,-0.7542065386591578,-0.003703695931084386,1.61169264286833,-0.3124738884395784,0.39494957310519874,-0.13089214712911232,-0.4697254939678431,1.077320946295704,0.4624392048628993,-0.46683225941113987,1.7157935271568725
2013-04-30,-6.479717699673991,-1.7963063889328286,-1.5515247275914872,-0.8479442014451588,0.42361841522475663,0.16321485853579557,0.3928662678059643,-0.24583566593833708,-0.8287559647698977,0.321147169061672,1.1520185457298089,-1.341762814158754,-0.38409477299190115,-0.10609842367185068,-1.2392139887332119,0.6642171997675911,1.1706082111112368,0.8195300301537902,0.9923712844831669,-0.2923250533721588,0.3463159176402943,0.22050799158887374,0.3596211187298054,0.896523359050068,1.885471805415806
2013-05-31,-6.47435337977994,-0.8511594641420147,-1.8456181019600995,-0.31301785849547087,0.7050800516264362,-0.20371597179173706,-0.7581733761591036,0.5028393385881961,0.18170199226524483,-0.6758966081013474,0.10069768223319484,-1.0993357014653375,-0.018837810618453077,-0.5090620392958528,-1.5364886002374996,1.2233063569899527,-1.2888160462357763,1.2992775374882604,0.07525510273103297,-0.4153105647864977,0.147165516868665,-0.9888971369873533,-0.021093394671045592,-0.24264920548903693,1.538809488600279
2013-06-30,-7.292757119897858,-0.8649570112521305,-1.8841692494848143,-0.8659283223985941,0.0026876710900089573,0.48927665534255327,-0.819097127197746,0.07529154232705361,-0.34932607490672796,-0.6444615224595306,-1.3039149416892561,1.3106264194149102,-0.0031922811752092962,-0.4620920269559078,-0.2706494074528607,1.010400656562843,-0.488242474266946,0.7145800479975453,0.5457216473244247,0.23058593469956934,0.24850290648955026,-0.2093488417229785,0.024674769200875586,-0.7540740255495219,1.0947341081747997
2013-07-31,-6.604194246704045,-1.279433178293489,-1.5775342841854676,-1.2249580833173557,-0.4606906042498256,0.45384654567754223,-1.1179694183091589,0.25793721671391956,-0.7147802096525215,-0.6470004314114493,-0.8395682206921838,1.1354579984265307,0.190575571383774,-0.3821927004813697,0.5104330384397865,0.7376208291340954,0.04614072043420585,-0.2560467730936094,1.0564956778854229,-0.09988719827002042,-0.22593363778037323,0.45521981442104353,-0.01235014853077194,-0.22709797026017828,0.8767991434911471
2013-08-31,-6.251245016200695,-2.2125102458017025,-1.3066971067134923,-1.6961042319291968,-0.6958604171207102,0.15688513011125338,0.06417689906724638,0.22606034141159384,-0.8945690020081039,-0.19429887872476648,-0.6471775868867768,0.5778697471706089,0.15141687436887016,-0.17208151443164024,0.6384075722535012,0.16023802870625828,0.8728447582323213,-0.6930029015985618,0.5165439526720174,0.08645732673229624,-0.6845594969441473,0.5952391999421708,-0.22366357957382169,0.6909390808911969,1.2328701961954458
2013-09-30,-6.578884963899279,-2.339703068329717,-2.243107836965014,-1.4082905476696894,-0.2900536843343236,-0.2471672192424044,0.5398865412178603,-0.048077497077174056,-0.5304877181251332,-0.11410364092578018,1.003865768028812,0.1424025995106802,0.06938745939215606,-1.5077211223523914,0.6124398144170418,-0.109119312373659,0.13929942654420246,-0.15148479049441127,-1.127320150218979,-0.08841590686449598,0.25405311347918946,0.05887374400444814,0.22953720973779712,0.9152816713544648,1.5128383667573297
2013-10-31,-5.8495739565455445,-1.9327811399771806,-2.615765809652623,-1.0849948149140645,-0.15880865445918502,-0.4343494042808334,0.6033717325816075,0.5356921962787606,0.28152498240587787,0.213681882497609,1.2182651532379052,-0.15045436995320866,-0.9927716370802375,-1.087157409346959,-0.25355563833850325,-0.5631822253774598,-0.21610839203574886,-0.13680548050764205,-0.8818908475449062,0.056916528413215414,0.29234321419230425,0.3112036630683487,0.23895527224142832,0.529410299014917,1.557758795574915
2013-11-30,-5.694454829567145,-1.7218284264854997,-2.9534227512154025,-0.3855813952892117,-0.7131938195872914,0.4238412709807842,0.8021558809828094,0.8702431457141241,0.8493316207387589,0.70766243189869,1.1993965387531507,0.2351278917493673,0.013907349597613387,-0.12797164080146028,-1.1976814384242864,-0.1080125511143293,-1.0698005698086215,-0.276591880397909,0.1162518182539818,-0.30626703560901786,-0.0642112037374779,-0.22380956617317438,-0.21462447600078738,-0.3898687176571561,1.1204746347724948
2013-12-31,-5.5758850891263645,-1.4484283972001297,-2.5436507651143883,0.20245243703793667,-1.36775261175389,0.4433495089154838,1.129966330889624,-0.007779317595767619,-0.0874894279061394,1.0646202772697921,0.7781361606996245,1.1149648743361391,-0.06073599749414624,0.07287028639005395,-0.8477074481824038,0.0029688661184767624,-0.5521230580567109,-0.1494165674387691,0.4275137935309729,-0.3735686694729745,-0.23655477473972392,-0.1652934498002512,-0.417248841916379,-0.6951315926060799,1.6126949139408042
2014-01-31,-3.910298920296154,-0.7626686864937688,-1.7839132022122464,1.3124086930981913,-0.6729732185445577,-0.001833340941783765,1.0390390504827889,0.17820139895997866,0.07375013066588137,0.8541118832767107,1.0083702552119682,0.5062469468479799,-0.2912142256913739,-0.377509041711409,1.4870107907104713,0.4966731387111466,0.02029039419573364,-1.3133728278415318,0.91675038101096,-1.091585508526455,-0.29064071653280404,0.0121364147946743,-0.546997161762904,-0.1846986177894814,2.015125303606169
2014-02-28,-3.3829200176297016,-0.6140665912377167,-1.442584050903996,1.6944618150545143,-0.08817527135872374,-0.36785581187734434,1.4924147928743814,-0.0011246849427002355,0.051617507640292326,0.747023800250355,0.41118451528588523,-0.17351190928703628,0.5088572046755814,-0.3370528333159,1.514020459576822,0.06901700406045201,0.5166284296543646,-0.9434531895056241,0.0891321619208196,-1.0613435121687487,0.26623024845930315,0.4396696110713498,-0.31724669643499037,-0.057373304981841976,2.166947687079812
2014-03-31,-3.716202166121999,0.056752059037220824,-1.7794639376563877,2.4107557558903885,-0.019279091534539553,-0.6605259876050574,0.2160024380435523,-0.7043476699644338,-0.12264525622340551,0.201881671014916,0.6199510255840902,-0.20159003022540198,-0.04522523291558185,0.6713433411798098,0.04061503414601569,0.13215075136364138,-1.1088630340372336,-0.6383272233628443,-0.028032098233098435,-1.15002207756036,0.8502735259918618,-0.12631885932430642,-0.10210956952511242,0.05880472047409773,2.0589816945944195
2014-04-30,-3.25937423760507,0.5261655203228053,-1.3102435694655266,3.02729688397278,1.2903317860411987,-1.2579046268870686,0.07463288489526011,-0.2676188592106781,0.8508965560078442,-0.048783745965104604,-0.1617591005685423,-0.12702993104045066,-0.00584244227275424,1.2236639730910606,0.3465078067506609,-0.042685608863480135,-1.0626650616131363,-1.1270446253347257,-0.8582213800084336,-1.7368652842075676,0.6363442910656455,0.3879264615834969,-0.007880873854505246,-0.5594530713320012,1.9742378703305974
2014-05-31,-3.5332858692556757,0.12320578937103868,-1.2242279285825868,0.9898924002247323,0.7077115553269663,-0.057800084394363634,-0.1190101855682519,-0.09349641578453628,-0.050139261830776494,0.0716166675164921,0.5780696344281567,-0.1880372450063008,0.4587670851300992,0.1651683773590918,0.57177087061811,0.551014956026223,-0.14457617476885662,-0.966557330602411,0.2853452547293497,-1.0834378073787545,-0.06256472664246573,0.1681149221706241,-0.5066743468211692,-0.4078458663348752,1.7150983482969062
2014-06-30,-4.052770629191273,-0.3098178152751212,-1.0064269247014013,0.7796830387332004,0.14605043855239777,-0.10321623314474346,-0.11941398606186734,0.19705987902317904,-0.9753921810519416,-0.3646785348981883,-0.21461983722746922,-0.3359742190046995,0.2564794820291065,-0.08934122111372979,1.4666878331533197,0.1764851971030661,-0.07090299463113517,-0.8616700730346556,0.7879263468195739,-0.8270545848140259,-0.009743616245526911,-0.251429170339376,-0.3030436948476731,-0.46139415670061246,1.6840509711232077
2014-07-31,-4.180606762807282,-0.47720866362713527,-1.1115572129029407,1.1109183393768431,-0.011199394256729143,-0.42163402967063446,0.4611225541828777,0.29206510901177013,-0.6599863440010441,-0.60931774927319,-0.6344795421673197,-0.36512612193523075,0.6019705921681454,0.4397456317243499,2.1308054864794634,-0.15816759875308747,-0.2966961301568664,-1.0190905097312393,0.5557252922946416,-0.8640235375167157,0.07391994443368492,-0.19484229430279598,-0.26110304390805084,0.23071425304333915,1.6095417021513292
2014-08-31,-4.26429541983435,-0.9089584565800113,-1.9243045816546458,1.1876621691966145,-0.32769883553308843,-1.0218901188000837,0.5273567484007461,0.06384225267805145,-0.68543214350005,-0.5892183906824909,-0.4797540727833816,-0.6762624192398703,0.36033219529158844,0.37926359413698635,1.5446380116645408,-0.41063399080409824,-0.1763945867246488,-0.47780507173322434,-0.4657701339681802,-0.5168637431814783,-0.32615945282379477,0.20059825714357274,-0.03149741109050419,0.2168217108927772,1.231524989320798
2014-09-30,-4.287663276569164,-0.9657673239044828,-1.9740420706839517,1.6635722312534302,-0.17151424047651567,-1.1345671593997377,1.0773350575781884,-0.17481236708334622,0.2753135085010115,-0.1507428347125634,-0.055671335956694566,-0.7332777046331023,-0.08236900563046845,1.0211623059527277,0.9874276632649946,-0.5523564123450052,-0.14848804872337695,-0.6077610281374565,-0.9573839304745712,0.08626332168498616,-0.6910029461150438,-0.3981257731124279,-0.10859861514229144,1.1041535536029305,0.6531213919623191
2014-10-31,-4.100795666730279,-0.900414383039976,-1.6967165639276256,1.8365824471191838,-0.23861591679994582,-0.5420259683544354,1.5824313356048423,0.061895564350110864,1.3583537484785295,0.10684096400797927,0.04004322262889244,-0.7301360879090322,-0.330349307933159,1.1042860638309804,0.7806820394784212,-0.7729099535837216,0.058535465810016694,-0.14979839022203562,-0.7090383119780173,0.5238009931614436,-0.7242398806702597,-0.7251920824414165,0.6357715552022261,-0.1079781063886732,-0.22993097820542818
2014-11-30,-4.20698961408403,-0.7623722196741345,-1.9806863037055338,1.9822476417476385,-0.037112127883817514,-0.5121467398596528,2.057439104258246,-0.13347295453381527,0.9149223640774929,0.13912481829413906,-0.26640891939594263,-0.6863482794649657,0.39604177740317853,1.155682398100861,0.18421294261224141,-0.265609151149281,0.4537020348944217,0.35478255522784524,-0.6767033009586038,1.1665673132374736,0.6186041041538723,-0.10707879744112148,0.16039311035261705,-0.7370977515361278,-0.08703146293520536
2014-12-31,-3.9089761082680576,0.14273894387418348,-1.6545267457794244,2.4124889167852093,0.19807461057525583,-0.839683151833485,1.999134487847313,-0.41446762961070877,1.0552691320589438,-0.9531424558998256,-0.9677895750589548,-0.8705111330786552,-0.19881941171548154,0.39560533398294184,-0.23265994374471669,-1.0465486696471944,0.4641630753062403,1.1226736004268574,0.15219341466980918,0.7414220425281726,0.7968788791133674,0.10465581813061231,-0.02117040148203388,-0.8511645183842241,-0.022031284423873476
2015-01-31,-3.423785316088388,1.2457714506207358,-1.7776490876289548,2.3604006564103748,1.1142931078882017,-1.542036730592409,2.4842881125146414,-0.2973543281492911,1.5895747575158492,-0.8749774378695642,-0.7221449271466267,-1.5751074587568472,0.43638656489445693,-0.4836682013721777,0.42392124549304405,0.06723762742205493,0.7389531251532925,0.6223386694118774,0.7011679181472227,-0.1855978873089201,0.08858920498287251,0.2377946141409633,0.8124597133139833,-0.01402792817407784,-0.10403098939391064
2015-02-28,-3.716428276729753,2.2524758580156488,-2.1582340561647455,1.5417204302765155,0.5951078817298918,-0.9294448110598784,1.429341730894267,-0.3641040813251108,1.5261837364639639,-0.3960557687595432,-1.299297453927538,0.037321536380325725,-0.5507073305536287,-0.23344966893605504,0.19433581579039896,0.9784039032316122,-0.6147542234090856,0.984216701434802,0.18207127979164794,0.11329033663641967,0.056853502291055735,-1.1355139274783606,0.1017205443385337,0.8598833957463765,0.03503321824429584
2015-03-31,-3.675504015282534,2.733348798353894,-1.7378332238040244,1.4075600161818465,0.9881406418379719,-0.6369219994200939,0.39945778167681956,-1.0007608287022025,1.4984712419064132,0.31777336399525713,-2.237703659983195,1.6220850403855436,0.17036878553738094,-0.03003901396952916,0.6553665631027297,0.6968867946850265,0.1754121327240863,0.3013868826465097,-1.1458772157115988,0.04474257595873999,-0.11298403199816286,-0.756910315265877,-4.6712746431074505e-05,-0.663353549954264,0.1795718097550525
2015-04-30,-3.562503781968721,2.646064942065062,-1.4510546793856276,0.7550120440106236,1.205399189768682,0.31824463630755473,0.3158199585356899,-1.0173351431411062,0.829909602150507,0.8639337067749903,-0.5179464016529041,1.7563605890420357,-0.3650038538653292,0.14721257116056594,0.6903339502941047,0.1453382858101794,1.7779062599891744,0.2470343510052157,-0.32922657914606746,-0.22184714649876944,1.2043673804764095,0.22397515054663852,0.9612522203843231,-0.006394034383027933,0.22568611104094582
2015-05-31,-3.1973908807464833,2.8809736439889426,-0.7301337958934994,0.542738497806836,1.2995226198755536,1.2163121718828316,-0.44395365362557565,-0.17565671497099217,0.6472055862874421,0.08339110300418731,0.4433238552210899,0.025166847137540933,0.04932486755315841,-0.4277181061594969,0.47190094938100857,0.117845147977132,0.14398095861344137,0.6974052586367101,-0.79037538886498,-0.6147338255923506,0.7775844613204613,-0.5470901377878423,0.5916928539190172,0.7044002774734901,0.2413037985344868
2015-06-30,-4.077496835740903,2.615576941864586,-0.9677863355104452,0.6747645957224374,0.8646021512153779,1.7442892286391354,-0.564232163647989,0.06349558360415504,-0.3321455016210494,-0.9379604418727807,-0.1179855075744939,0.7442377449541693,0.156475480055486,-0.3421594551734676,1.4922881983227119,0.1802862915874342,-0.5233847536389762,0.6302222297254207,-1.0414252553325605,-0.258449979732097,1.10626787173354,-0.9951724366739937,1.0389908126237783,-0.08878543457321969,0.008842961634170088
2015-07-31,-3.6754364838983316,2.7794853161574804,-1.305307247089594,0.31443777767630493,0.3822527754855118,1.2070987658484904,-0.9300866377066983,-0.2716439264087819,0.10352482521980766,-1.3383330992151417,0.5651821984417849,0.07032108168698076,0.19476394136055314,-1.2983406776278454,2.1639917331800183,-0.6025123584162837,-0.5282076105463526,0.22437071232556308,-1.1806719701068165,0.24849007458776484,1.5571587274757208,-0.2701595325441347,0.9502206146578638,0.13332005495427496,0.12761656067050708
2015-08-31,-3.803358843214983,1.665098931774896,-1.3951475658157326,0.6926089535460519,0.0858235965552459,0.5503860179305095,-0.05693571200217008,-0.2462383496987723,0.012817686565540271,-1.73917372756755,-0.14928221017989368,-0.5350794575891381,0.6075121452461765,0.27119903965217496,1.075448866552669,-1.1216231585227,-0.6867238149410945,-0.987187648906583,0.022546036167619903,0.42583559279994104,0.0670762541104712,0.08530341800339923,1.102979192579591,0.4861769956573621,0.4363182169185187
